,city,hotel_name,hotel_address,rating,number_of_reviews,facilities,description,url,latitude_hotel,longitude_hotel
50,Bayonne,Appartement 3 chambres Hyper centre Bayonne," 7 Rue des Cordeliers, 64100 Bayonne, France ",,,"['Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Cuisine', 'Lave-linge', 'Salle de bains privative', 'Télévision à écran plat', 'Chauffage', 'Vue', 'Établissement entièrement non-fumeurs', 'Chambres non-fumeurs', 'Anglais', 'Espagnol', 'Français']","Set in Bayonne, 11 km from Biarritz La Négresse Train Station and 21 km from Saint Jean de Luz Train Station, Appartement 3 chambres Hyper centre Bayonne offers accommodation with free WiFi in a historic building. This recently renovated apartment is located 22 km from Saint-Jean-Baptiste Church and 35 km from Hendaye Train Station. FICOBA is 35 km away and Pasaiako portua is 47 km from the apartment.

The 3-bedroom apartment is fitted with a living room with a flat-screen TV, a fully equipped kitchen and 1 bathroom. The accommodation is non-smoking.

Dining options are available close to the apartment.

The nearest airport is Biarritz Airport, 4 km from Appartement 3 chambres Hyper centre Bayonne.",https://www.booking.com/hotel/fr/appartement-3-chambres-hyper-centre-bayonne.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from=searchresults,43.4893031,-1.4738069
51,Bayonne,Appart'Hôtel Bellevue," 40 Chemin du Moulin de Habas, 64100 Bayonne, France ",8.5,425 expériences vécues,"['Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Table à manger', 'Machine à café', 'Grille-pain', 'Plaque de cuisson', 'Ustensiles de cuisine', 'Bouilloire électrique', 'Cuisine', 'Micro-ondes', 'Réfrigérateur', 'Kitchenette', 'Linge de maison', 'Armoire ou penderie', 'Papier toilette', 'Serviettes', 'Serviettes / linge de lit (frais supplémentaires)', 'Baignoire ou douche', 'Salle de bains privative', 'Toilettes', 'Douche', 'Coin repas', 'Télévision à écran plat', 'Télévision', 'Chauffage', 'Aire de pique-nique', 'Mobilier extérieur', 'Espace repas extérieur', 'Terrasse bien exposée', 'Barbecue', 'Installations pour barbecue', 'Terrasse', 'Jardin', 'Chaises longues ou de plage', 'Livraison de courses', 'Plateau / bouilloire', 'Bowling', 'Randonnée', 'Pêche', 'Appartement privé dans un immeuble', 'Location de vélos', 'Facture fournie sur demande', 'Casiers', 'Service de concierge', 'Blanchisserie/laverie', 'Gamelles pour animaux de compagnie', 'Établissement entièrement non-fumeurs', 'Chambres non-fumeurs', 'Extincteurs', ""Caméras de surveillance à l'extérieur de l'établissement"", 'Détecteurs de fumée', 'Alarme de sécurité', 'Sécurité 24h/24', 'Anglais', 'Espagnol', 'Français', 'Portugais']","Situé dans un jardin, L'Appart'Hôtel Bellevue est situé à Bayonne, à seulement 2,4 km de la cathédrale Sainte-Marie. Un parking privé et une connexion Wi-Fi sont disponibles gratuitement sur place.

Les logements comprennent un coin salon et un coin repas avec une télévision. Leur kitchenette est équipée d'un micro-ondes, d'un grille-pain, d'un réfrigérateur et de plaques de cuisson. La salle de bains est pourvue d'une douche. Le linge de lit et les serviettes sont fournis gratuitement.

Un service de location de vélos est assuré, sous réserve de disponibilité. La région est prisée des amateurs de vélo et de randonnée. L'Appart'Hôtel Bellevue se trouve à 3,2 km du parc Ansot et à 1,4 km du jardin botanique. L'aéroport de Biarritz-Pays Basque, le plus proche, est implanté à 7 km.

L'hébergement accepte uniquement les animaux domestiques dans les chambres du rez-de-chaussée, à condition qu'ils soient propres, accueillants et tenus en laisse dans le parc. Il est important de le signaler au moment de la réservation et un supplément vous sera demandé.",https://www.booking.com/hotel/fr/appart-39-bellevue.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from=searchresults,43.50579423,-1.45608832
52,Bayonne,Charmant DUPLEX à 2 pas du centre de Bayonne," 50 Rue Daniel Argote, 64100 Bayonne, France ",8.2,6 expériences vécues,"['Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Cuisine', 'Lave-linge', 'Réfrigérateur', 'Linge de maison', 'Papier toilette', 'Serviettes', 'Bureau', 'Télévision à écran plat', 'Chauffage', 'Plateau / bouilloire', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Chambres non-fumeurs', 'Français']","Situé à Bayonne, à 15 km de la gare de Biarritz-La Négresse et à 25 km de la gare de Saint-Jean-de-Luz, le Charmant DUPLEX à 2 pas du centre de Bayonne propose la climatisation. Vous séjournerez à environ 38 km de la gare d'Hendaye et à 39 km de FICOBA. Cet établissement non-fumeurs se trouve à 25 km de l'église Saint-Jean-Baptiste.

Doté d'une connexion Wi-Fi gratuite, cet appartement 1 chambre dispose d'une télévision à écran plat, d'un lave-linge et d'une cuisine entièrement équipée avec un réfrigérateur. Les serviettes et le linge de lit sont fournis.

L'aéroport de Biarritz-Pays basque, le plus proche, est implanté à 10 km.",https://www.booking.com/hotel/fr/charmant-duplex-a-2-pas-du-centre-de-bayonne.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from=searchresults,43.4937641,-1.4622943
53,Bayonne,Joli Duplex à quelques pas du centre de Bayonne," 50 Rue Daniel Argote, 64100 Bayonne, France ",9.2,6 expériences vécues,"['Connexion Wi-Fi gratuite', 'Connexion Wi-Fi gratuite', 'Cuisine', 'Armoire ou penderie', 'Télévision à écran plat', 'Étendoir', 'Portant', 'Chauffage', 'Ventilateur', 'Établissement entièrement non-fumeurs', 'Français']","Situé à 25 km de la gare de Saint-Jean-de-Luz, à 25 km de l'église Saint-Jean-Baptiste et à 38 km de la gare d'Hendaye, le Joli Duplex à quelques pas du centre de Bayonne propose un hébergement à Bayonne. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et la gare de Biarritz-La Négresse se trouve à 15 km.

Cet appartement comprend une chambre, une cuisine entièrement équipée et une salle de bains. Il dispose également d'une télévision à écran plat. Cet établissement est non-fumeurs.

Vous séjournerez à 39 km de FICOBA. L'aéroport le plus proche, celui de Biarritz-Pays basque, est situé à 10 km.",https://www.booking.com/hotel/fr/joli-duplex-a-quelques-pas-du-centre-de-bayonne-bayonne.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from=searchresults,43.4937641,-1.4622943
54,Bayonne,Parc 709 Bayonne," 6 Boulevard du BAB, 64100 Bayonne, France ",9.2,149 expériences vécues,"['Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Parking intérieur', 'Table à manger', 'Machine à café', 'Produits ménagers', 'Grille-pain', 'Plaque de cuisson', 'Four', 'Ustensiles de cuisine', 'Bouilloire électrique', 'Cuisine', 'Lave-linge', 'Micro-ondes', 'Réfrigérateur', 'Linge de maison', 'Armoire ou penderie', 'Papier toilette', 'Serviettes', 'Baignoire ou douche', 'Salle de bains privative', 'Toilettes', 'Articles de toilette gratuits', 'Sèche-cheveux', 'Douche', 'Coin salon', 'Télévision à écran plat', 'Chaînes du câble', 'Prise près du lit', 'Étendoir', 'Parquet', 'Entrée privée', 'Ventilateur', 'Matériel de repassage', 'Fer à repasser', 'Étages supérieurs accessibles par ascenseur', 'Espace repas extérieur', 'Mobilier d’extérieur', 'Balcon', 'Terrasse', 'Plateau / bouilloire', 'Vue sur la rivière', 'Vue sur la ville', 'Vue', 'Appartement privé dans un immeuble', 'Indépendant', 'Établissement entièrement non-fumeurs', 'Chauffage', 'Ascenseur', 'Chambres non-fumeurs', 'Détecteurs de fumée', 'Anglais', 'Espagnol', 'Français', 'Portugais']","Offrant une vue sur la rue calme, le Parc 709 Bayonne est un hébergement situé à Bayonne, à 22 km de la gare Saint-Jean-de-Luz et de l'église Saint-Jean-Baptiste. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi. Cet établissement non-fumeurs se trouve à 12 km de la gare de Biarritz-La Négresse.

Cet appartement comprend une chambre, une salle de bains, du linge de lit, des serviettes, une télévision par câble à écran plat, une cuisine entièrement équipée et une terrasse avec vue sur la rivière. Vous pourrez prendre vos repas dans le coin repas extérieur tout en admirant la vue sur la ville. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Vous séjournerez à 35 km de la gare d'Hendaye et à 36 km de FICOBA. L'aéroport de Biarritz, le plus proche, est implanté à 6 km.",https://www.booking.com/hotel/fr/parc-709-bayonne.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from=searchresults,43.495606,-1.481317
55,Bayonne,Hostel 20 Bayonne," 8 Rue Sainte-Catherine, 64100 Bayonne, France ",7.8,1 589 expériences vécues,"['Connexion Wi-Fi gratuite', 'Chambres familiales', 'Équipements pour les personnes handicapées', 'Chambres non-fumeurs', 'Réception ouverte 24h/24', ""Service d'étage"", 'Bar', 'Très bon petit-déjeuner', 'Connexion Wi-Fi gratuite', 'Chambres familiales', 'Équipements pour les personnes handicapées', 'Chambres non-fumeurs', 'Réception ouverte 24h/24', ""Service d'étage"", 'Bar', 'Très bon petit-déjeuner', 'Toilettes', 'Douche', 'Mobilier extérieur', 'Terrasse', 'Cuisine commune', 'Happy hour', 'Dîners à thème', 'Plage', 'Animations en soirée', 'Café sur place', 'Fruits', 'Vin/champagne', 'Snack-bar', 'Bar', 'Facture fournie sur demande', 'Casiers', 'Bagagerie', 'Réception ouverte 24h/24', 'Jeux de société/puzzles', 'Service de ménage quotidien', 'Blanchisserie/laverie', 'Extincteurs', ""Caméras de surveillance à l'extérieur de l'établissement"", 'Caméras de surveillance dans les parties communes', 'Détecteurs de fumée', 'Alarme de sécurité', ""Cartes d'accès"", 'Sécurité 24h/24', 'Salon commun/salle de télévision', 'Distributeur automatique (collations)', 'Distributeur automatique (boissons)', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Chauffage', 'Chambres familiales', 'Équipements pour les personnes handicapées', 'Chambres non-fumeurs', ""Service d'étage"", 'Anglais', 'Espagnol', 'Français']","Situé à Bayonne, à 15 km de la gare de Biarritz-La Négresse, l'Hostel 20 Bayonne propose un hébergement 1 étoile, un salon commun, une terrasse et un bar. Il propose une cuisine commune, un service d'étage et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Vous pourrez profiter d'animations en soirée et d'une bagagerie.

Le personnel de la réception parle français, anglais et espagnol.

Vous séjournerez à 25 km de la gare de Saint-Jean-de-Luz et à 26 km de l'église Saint-Jean-Baptiste. L'aéroport de Biarritz, le plus proche, est implanté à 5 km.",https://www.booking.com/hotel/fr/hostel-20-bayonne.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from_sustainable_property_sr=1&from=searchresults,43.49535,-1.468753
56,Bayonne,Chez Fleur," 8 Rue Docteur André Vidal, 64100 Bayonne, France ",8.4,10 expériences vécues,"['Bonne connexion Wi-Fi gratuite (39\xa0Mb/s)', 'Petit-déjeuner', 'Bonne connexion Wi-Fi gratuite (39\xa0Mb/s)', 'Petit-déjeuner', 'Papier toilette', 'Serviettes', 'Salle de bains privative', 'Toilettes', 'Douche', 'Linge de maison', 'Terrasse', 'Bouilloire électrique', 'Établissement entièrement non-fumeurs', 'Chauffage', 'Français']","Situé à Bayonne, en Aquitaine, l'établissement Chez Fleur dispose d'une terrasse. L'établissement se trouve à environ 20 km de la gare de Saint-Jean-de-Luz, à 21 km de l'église Saint-Jean-Baptiste et à 34 km de la gare d'Hendaye. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et la gare de Biarritz-La Négresse se trouve à 5,9 km.

Les serviettes et le linge de lit sont fournis. Cet établissement est non-fumeurs.

Vous séjournerez à 34 km de FICOBA et à 46 km de Pasaiako portua. L'aéroport de Biarritz-Pays basque, le plus proche, est implanté à 3 km.",https://www.booking.com/hotel/fr/chez-fleur-bayonne.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from=searchresults,43.4840441,-1.4930897
57,Bayonne,Appartement T2 cosy et calme," 28 Rue des Sœurs Blanches, 64100 Bayonne, France ",9.0,3 expériences vécues,"['Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres familiales', 'Chambres non-fumeurs', 'Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres familiales', 'Chambres non-fumeurs', 'Borne de recharge pour les véhicules électriques', 'Machine à café', 'Produits ménagers', 'Grille-pain', 'Ustensiles de cuisine', 'Bouilloire électrique', 'Cuisine', 'Lave-linge', 'Micro-ondes', 'Réfrigérateur', 'Armoire ou penderie', 'Dressing', 'Papier toilette', 'Douche', 'Coin repas', 'Canapé', 'Coin salon', 'Bureau', 'Télévision à écran plat', 'Chaînes satellite', 'Téléphone', 'Télévision', 'Prise près du lit', 'Portant', 'Insonorisation', 'Espace repas extérieur', 'Balcon', 'Terrasse', 'Plateau / bouilloire', 'Établissement entièrement non-fumeurs', 'Chambres familiales', 'Chambres non-fumeurs', 'Anglais', 'Espagnol', 'Français']","L'Appartement T2 cosy et calme est situé à Bayonne, à 11 km de la gare de Biarritz-La Négresse, à 23 km de la gare de Saint-Jean-de-Luz et à 24 km de l'église Saint-Jean-Baptiste. L'établissement se trouve à environ 37 km de la gare d'Hendaye, à 37 km de FICOBA et à 49 km de Pasaiako portua. Vous pourrez profiter d'une terrasse, d'une connexion Wi-Fi gratuite, d'un parking privé gratuit et d'une borne de recharge pour véhicules électriques.

Cet appartement comprend une chambre, une télévision à écran plat, un coin salon et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un grille-pain. Cet appartement dispose également d'un balcon qui fait office de coin repas extérieur. Cet appartement est non-fumeurs et insonorisé.

L'aéroport de Biarritz-Pays basque, le plus proche, est implanté à 7 km.",https://www.booking.com/hotel/fr/appartement-t2-cosy-et-calme-bayonne.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from=searchresults,43.5043589,-1.4814895
58,Bayonne,Okko Hotels Bayonne Centre," 22, boulevard du BAB, 64100 Bayonne, France ",8.1,2 080 expériences vécues,"['Parking privé', 'Connexion Wi-Fi gratuite', 'Centre de remise en forme', 'Équipements pour les personnes handicapées', 'Chambres non-fumeurs', 'Réception ouverte 24h/24', 'Superbe petit-déjeuner', 'Parking privé', 'Connexion Wi-Fi gratuite', 'Centre de remise en forme', 'Équipements pour les personnes handicapées', 'Chambres non-fumeurs', 'Réception ouverte 24h/24', 'Superbe petit-déjeuner', 'Papier toilette', 'Salle de bains privative', 'Toilettes', 'Articles de toilette gratuits', 'Sèche-cheveux', 'Douche', 'Linge de maison', 'Armoire ou penderie', 'Réveil', 'Très grands lits (> 2 mètres de long)', 'Terrasse bien exposée', 'Terrasse', 'Machine à café', 'Télévision à écran plat', 'Chaînes du câble', 'Chaînes satellite', 'Vidéo', 'Téléphone', 'Télévision', 'Chaînes à la carte', 'Café sur place', 'Fruits', 'Vin/champagne', 'Snack-bar', 'Enregistrement/départ privé', 'Service de concierge', 'Bagagerie', 'Enregistrement/règlement rapide', 'Réception ouverte 24h/24', 'Jeux de société/puzzles', 'Service de ménage quotidien', 'Service de repassage', 'Nettoyage à sec', 'Blanchisserie/laverie', 'Fax/photocopies', 'Extincteurs', 'Caméras de surveillance dans les parties communes', 'Détecteurs de fumée', 'Alarme de sécurité', ""Cartes d'accès"", 'Coffre-fort', 'Salon commun/salle de télévision', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Service de réveil', 'Parquet', 'Chauffage', 'Insonorisation', 'Coffre-fort pour ordinateur portable', 'Chambres insonorisées', 'Ascenseur', 'Équipements pour les personnes handicapées', 'Chambres non-fumeurs', 'Fitness', 'Centre de remise en forme', 'Sauna', 'Anglais', 'Espagnol', 'Français']","Installé à Bayonne, à seulement 700 mètres du centre-ville et de la cathédrale Sainte-Marie, l’Okko Hotels Bayonne Centre vous propose des chambres climatisées et une connexion Wi-Fi gratuite dans l’ensemble de ses locaux. Un parking privé est accessible sur place sous réserve de disponibilité et moyennant des frais supplémentaires.

Toutes les chambres sont équipées d’une télévision à écran plat et d’une machine à café. Leur salle de bains privative est pourvue d’un sèche-cheveux et d’articles de toilette gratuits.

Chaque matin, vous pourrez savourer un petit-déjeuner buffet sur place. Toute la journée, des boissons sans alcool sont également disponibles gratuitement dans le salon.

L’établissement possède une réception ouverte 24h/24. Situé au dernier étage, l’espace club de l’Okko Hotels Bayonne Centre offre une vue panoramique sur la ville, le fleuve Adour et le sommet de la Rhune.

L’Okko Hotels Bayonne Centre se trouve à 600 mètres des arènes de Bayonne, à 1,6 km du parc Ansot et à 5 km des plages de l’océan. L’aéroport de Biarritz-Pays basque, le plus proche, est implanté à 4 km de l’établissement.",https://www.booking.com/hotel/fr/okko-hotels-bayonne-centre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from_sustainable_property_sr=1&from=searchresults,43.4953443,-1.4825118
59,Bayonne,ibis budget Bayonne," 6 avenue du Grand Basque, 64100 Bayonne, France ",7.7,6 474 expériences vécues,"['Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres familiales', 'Restaurant', 'Équipements pour les personnes handicapées', 'Chambres non-fumeurs', 'Réception ouverte 24h/24', 'Bon petit-déjeuner', 'Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres familiales', 'Restaurant', 'Équipements pour les personnes handicapées', 'Chambres non-fumeurs', 'Réception ouverte 24h/24', 'Bon petit-déjeuner', 'Papier toilette', 'Salle de bains privative', 'Toilettes', 'Articles de toilette gratuits', 'Sèche-cheveux', 'Douche', 'Mobilier extérieur', 'Terrasse bien exposée', 'Terrasse', 'Prise près du lit', 'Bureau', 'Télévision à écran plat', 'Télévision', 'Café sur place', 'Menus enfants', 'Restaurant', 'Parking accessible aux personnes à mobilité réduite', 'Service de ménage quotidien', 'Distributeur automatique (collations)', 'Distributeur automatique (boissons)', 'Bagagerie', 'Fax/photocopies', 'Réception ouverte 24h/24', 'Facture fournie sur demande', 'Extincteurs', ""Caméras de surveillance à l'extérieur de l'établissement"", 'Caméras de surveillance dans les parties communes', 'Détecteurs de fumée', 'Alarme de sécurité', 'Sécurité 24h/24', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Chauffage', 'Chambres familiales', 'Équipements pour les personnes handicapées', 'Chambres non-fumeurs', 'Lavabo bas adapté aux personnes à mobilité réduite', 'Toilettes surélevées', ""Toilettes avec barres d'appui"", 'Accessible en fauteuil roulant', 'Étages supérieurs accessibles uniquement par les escaliers', 'Logement entièrement situé au rez-de-chaussée', 'Anglais', 'Espagnol', 'Français']","Situé à 2 km du centre historique et de la gare de Bayonne, ainsi qu'à 8 km des plages, l'ibis budget Bayonne dispose d'une réception ouverte 24h/24, ainsi que d'une connexion Wi-Fi et d'un parking gratuits.

Les chambres climatisées sont toutes dotées d'une salle d'eau privative. L’établissement accepte les animaux domestiques moyennant des frais supplémentaires de 10 EUR par animal et par nuit.

Le restaurant Courtepaille sert une cuisine traditionnelle et comporte un grill sur la terrasse. Un petit-déjeuner continental, composé de viennoiseries, de jus de fruits, de brioche, de gâteau, de yaourts, de compote, de fromage et de boissons chaudes, peut être servi dans la salle prévue à cet effet ou sur la terrasse.

L'ibis budget Bayonne se trouve à 500 mètres de l'autoroute A63 et à 7 km de l'aéroport de Biarritz-Anglet-Bayonne. Le musée basque est accessible à 2 km.",https://www.booking.com/hotel/fr/ibis-budget-bayonne.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YA2hNiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuALCspuxBsACAdICJDlmOWY0MTllLTI3N2UtNGZmNC05YjNjLWViZDg5MDFkZDUzY9gCBOACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=4b46986170ae0034&srepoch=1713822019&from_sustainable_property_sr=1&from=searchresults,43.48908262,-1.45717809
