,city,hotel_name,hotel_address,rating,number_of_reviews,facilities,description,url,latitude_hotel,longitude_hotel
696,Collioure,Chambre_privée_Collioure_centre," 5 Rue du Petit Puits, 66190 Collioure, France ",9.1,56 expériences vécues,"['Connexion Wi-Fi rapide\xa0gratuite (111\xa0Mb/s)', 'Chambres non-fumeurs', 'Connexion Wi-Fi rapide\xa0gratuite (111\xa0Mb/s)', 'Chambres non-fumeurs', 'Papier toilette', 'Serviettes', 'Salle de bains privative', 'Toilettes', 'Sèche-cheveux', 'Douche', 'Linge de maison', 'Armoire ou penderie', 'Sèche-linge', 'Lave-linge', 'Réfrigérateur', 'Prise près du lit', 'Plage', 'Service de streaming (ex. Netflix)', 'Télévision à écran plat', 'Chaînes du câble', 'Télévision', 'Chaînes à la carte', 'Enregistrement/départ privé', 'Bagagerie', 'Détecteurs de fumée', ""Clés d'accès"", 'Établissement entièrement non-fumeurs', 'Parquet', 'Chauffage', 'Ventilateur', 'Chambres non-fumeurs', 'Climatisation', 'Anglais', 'Français']","Située à Collioure, à 100 mètres de la plage de Boramar et à 300 mètres de la plage du Nord, la Chambre_privée_Collioure_centre propose la climatisation. Il propose une bagagerie, un service d'enregistrement et de départ privés ainsi qu'une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Cet établissement non-fumeurs se trouve à 300 mètres de la plage de Saint-Vincent.

Ce séjour chez l'habitant est équipé d'une télévision par câble à écran plat. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 70 mètres du château royal de Collioure et à 33 km du stade Gilbert Brutus. L'aéroport de Perpignan-Rivesaltes, le plus proche, est à 42 km.",https://www.booking.com/hotel/fr/chambre-privee-collioure-centre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from=searchresults,42.526851,3.083962
697,Collioure,Hotel Méditerranée," Avenue Aristide Maillol, 66190 Collioure, France ",7.8,1 049 expériences vécues,"['Parking privé', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Terrasse', 'Parking privé', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Terrasse', 'Papier toilette', 'Baignoire ou douche', 'Salle de bains privative', 'Toilettes', 'Articles de toilette gratuits', 'Sèche-cheveux', 'Armoire ou penderie', 'Mobilier extérieur', 'Terrasse bien exposée', 'Balcon', 'Terrasse', 'Jardin', 'Réfrigérateur', 'Prise près du lit', 'Balades à pied', 'Plage', 'Plongée avec tuba', 'Équitation', 'Plongée sous-marine', 'Randonnée', 'Canoë-kayak', 'Planche à voile', 'Casino', 'Pêche', 'Court de tennis', 'Télévision à écran plat', 'Chaînes satellite', 'Téléphone', 'Télévision', 'Petit-déjeuner en chambre', 'Parking intérieur', 'Service de ménage quotidien', 'Salon commun/salle de télévision', 'Bagagerie', 'Service de réveil', 'Fax/photocopies', 'Facture fournie sur demande', 'Extincteurs', 'Détecteurs de fumée', 'Coffre-fort', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Chauffage', 'Chambres non-fumeurs', 'Étages supérieurs accessibles uniquement par les escaliers', 'Solarium', 'Anglais', 'Espagnol', 'Français']","Doté d'un jardin de style méditerranéen et d'une terrasse, l'Hotel Méditerranée se trouve à Collioure, à 5 minutes de marche de la plage la plus proche. Une connexion Wi-Fi gratuite et un parking privé sont mis à votre disposition sur place.

Toutes les chambres sont climatisées et pourvues d'un balcon et d'une télévision par satellite à écran plat. Elles possèdent également un réfrigérateur, un téléphone et un coffre-fort. Chaque chambre dispose d'une salle de bains avec une baignoire ou une douche.

Un petit-déjeuner buffet est servi tous les matins, et vous pourrez le déguster sur la terrasse par beau temps.

L'établissement propose une bagagerie.

Argèles-sur-Mer se situe à 7,3 km et la frontière espagnole est à 26 km. L'aéroport de Perpignan-Rivesaltes est le plus proche, à 38 km.",https://www.booking.com/hotel/fr/mediterranee-collioure.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from_sustainable_property_sr=1&from=searchresults,42.52708254,3.08026291
698,Collioure,Aux Vents du Sud," 114 Route d'Argelès, 66190 Collioure, France ",,,"['Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Terrasse', 'Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Terrasse', 'Table à manger', 'Machine à café', 'Four', 'Ustensiles de cuisine', 'Bouilloire électrique', 'Lave-linge', 'Micro-ondes', 'Réfrigérateur', 'Linge de maison', 'Papier toilette', 'Serviettes', 'Baignoire ou douche', 'Toilettes', 'Articles de toilette gratuits', 'Sèche-cheveux', 'Douche', 'Télévision à écran plat', 'Télévision', 'Mobilier extérieur', 'Espace repas extérieur', 'Terrasse bien exposée', 'Terrasse', 'Jardin', 'Plateau / bouilloire', 'Vue sur la mer', 'Vue', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Chauffage', 'Chambres insonorisées', 'Chambres non-fumeurs', 'Détecteurs de fumée', 'Français']","Situé à Collioure, à seulement 1 km de la plage de Boramar, l'établissement Aux Vents du Sud propose un hébergement avec vue sur la mer. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. Vous aurez accès à une terrasse. Cet établissement non-fumeurs se trouve à moins de 1 km de la plage de Port Avall.

Cet appartement climatisé comprend une chambre, une télévision à écran plat et un salon. Les serviettes et le linge de lit sont fournis. L'établissement possède un coin repas extérieur.

Vous pourrez également vous détendre dans le jardin.

Vous séjournerez à proximité de la plage du Nord, du château royal de Collioure et du casino de Collioure. L'aéroport de Perpignan-Rivesaltes, le plus proche, est implanté à 35 km.",https://www.booking.com/hotel/fr/aux-vents-du-sud.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from=searchresults,42.525953,3.078524
699,Collioure,Hôtel La Casa Pairal," Impasse Des Palmiers, 66190 Collioure, France ",8.9,968 expériences vécues,"['Piscine extérieure', 'Parking privé', 'Connexion Wi-Fi gratuite', 'Chambres familiales', 'Chambres non-fumeurs', 'Terrasse', ""Service d'étage"", 'Superbe petit-déjeuner', 'Piscine extérieure', 'Parking privé', 'Connexion Wi-Fi gratuite', 'Chambres familiales', 'Chambres non-fumeurs', 'Terrasse', ""Service d'étage"", 'Superbe petit-déjeuner', 'Papier toilette', 'Serviettes', 'Salle de bains privative', 'Toilettes', 'Articles de toilette gratuits', 'Peignoir', 'Sèche-cheveux', 'Linge de maison', 'Armoire ou penderie', 'Mobilier extérieur', 'Terrasse bien exposée', 'Piscine privée', 'Terrasse', 'Jardin', 'Prise près du lit', 'Portant', 'Visite ou cours autour de la culture locale', 'Balades à pied', 'Plongée avec tuba', 'Canoë-kayak', 'Bureau', 'Télévision à écran plat', 'Chaînes satellite', 'Téléphone', 'Télévision', 'Fruits', 'Vin/champagne', 'Menus pour régimes spéciaux (sur demande)', 'Petit-déjeuner en chambre', 'Borne de recharge pour les véhicules électriques', 'Facture fournie sur demande', 'Enregistrement/départ privé', 'Service de concierge', 'Bagagerie', ""Bureau d'excursions"", 'Enregistrement/règlement rapide', 'Réception ouverte 24h/24', 'Poussettes', 'Barrières de sécurité pour bébés', 'Jeux de société/puzzles', 'Service de ménage quotidien', 'Fax/photocopies', 'Extincteurs', 'Détecteurs de fumée', 'Sécurité 24h/24', 'Coffre-fort', 'Gamelles pour animaux de compagnie', 'Salon commun/salle de télévision', 'Climatisation', 'Service de réveil', 'Chauffage', 'Entrée privée', 'Chambres familiales', 'Chambres non-fumeurs', 'Service de réveil / réveil', ""Service d'étage"", ""Ouverte toute l'année"", 'Piscine chauffée', 'Serviettes de piscine/de plage', 'Chaises longues ou de plage', 'Cours de yoga', 'Chaises longues ou de plage', 'Anglais', 'Espagnol', 'Français']","Situé à 250 mètres de la plage et du port de Collioure, l’Hôtel La Casa Pairal propose un jardin fleuri exotique et une piscine extérieure chauffée. Il occupe un bâtiment catalan du XIXe siècle au cœur du vieux quartier de Collioure.

Les chambres à la décoration traditionnelle de l’Hôtel La Casa Pairal sont climatisées. Elles possèdent toutes une télévision par satellite à écran plat, un minibar et une connexion Wi-Fi gratuite. Certaines offrent une vue sur la ville, la cour de l’hôtel et sa fontaine, ou la place du village.

A l’Hôtel La Casa Pairal, un petit-déjeuner buffet pourra vous être servi tous les jours dans la salle prévue à cet effet ou dans votre chambre sur demande. Vous pourrez également prendre un verre dans le jardin de l’hôtel.

La réception est ouverte 24h/24. Des journaux gratuits et un coffre-fort sont également disponibles.

La gare de Collioure se trouve à 500 mètres. Vous séjournerez à 23 km de la frontière espagnole.",https://www.booking.com/hotel/fr/hotelcasapairal.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from_sustainable_property_sr=1&from=searchresults,42.52616733,3.08235571
700,Collioure,Residence Pierre & Vacances Les Balcons de Collioure," 28, route de Port Vendres, 66190 Collioure, France ",8.0,575 expériences vécues,"['Piscine extérieure', 'Parking privé', 'Connexion Wi-Fi gratuite', 'Front de mer', 'Chambres familiales', 'Chambres non-fumeurs', 'Piscine extérieure', 'Parking privé', 'Connexion Wi-Fi gratuite', 'Front de mer', 'Chambres familiales', 'Chambres non-fumeurs', 'Parking intérieur', 'Table à manger', 'Machine à café', 'Plaque de cuisson', 'Ustensiles de cuisine', 'Lave-vaisselle', 'Micro-ondes', 'Réfrigérateur', 'Kitchenette', 'Linge de maison', 'Serviettes', 'Salle de bains privative', 'Toilettes', 'Baignoire', 'Coin repas', 'Coin salon', 'Télévision à écran plat', 'Téléphone', 'Télévision', 'Canapé-lit', 'Insonorisation', 'Front de mer', 'Terrasse', 'Balcon', 'En saison', 'Tous les âges sont les bienvenus', 'Piscine avec vue', 'Espace peu profond', 'Chaises longues ou de plage', 'Chaises longues ou de plage', 'Livraison de courses', 'Plage', 'Équitation', 'Plongée sous-marine', 'Randonnée', 'Court de tennis', 'Facture fournie sur demande', 'Poussettes', 'Jeux de société/puzzles', 'Blanchisserie/laverie', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Chambres familiales', 'Chambres non-fumeurs', 'Coffre-fort', 'Anglais', 'Espagnol', 'Français']","La Residence Pierre & Vacances Les Balcons de Collioure propose des hébergements indépendants et confortables à seulement 500 mètres de la plage. Elle possède un solarium offrant une vue magnifique sur la baie.

Les studios disposent d'une télévision à écran plat, d'une salle de bains privative et d'une kitchenette équipée d'un lave-vaisselle. Vous pourrez emprunter gratuitement des jeux de société.

Des produits de boulangerie pourront être livrés dans votre appartement sur commande effectuée auprès de la réception la veille au soir. La liste des produits disponibles est affichée dans les appartements et à la réception. Ce service entraîne des frais supplémentaires.

La Residence Pierre & Vacances Les Balcons de Collioure se trouve à quelques pas du centre de Collioure, regroupant différents magasins et restaurants. Elle est située à 27 km de Perpignan. Vous pourrez profiter d'un parking couvert privé sur place moyennant des frais supplémentaires.",https://www.booking.com/hotel/fr/maevabalconsdecollioure.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from=searchresults,42.52510633,3.0904362
701,Collioure,Studio Centre Plage parking gratuit," 1er Étage 13 Rue Coma Cheric, 66190 Collioure, France ",9.1,190 expériences vécues,"['Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres familiales', 'Chambres non-fumeurs', 'Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres familiales', 'Chambres non-fumeurs', 'Chaise haute pour enfants', 'Table à manger', 'Machine à café', 'Produits ménagers', 'Grille-pain', 'Plaque de cuisson', 'Four', 'Ustensiles de cuisine', 'Bouilloire électrique', 'Cuisine', 'Micro-ondes', 'Réfrigérateur', 'Kitchenette', 'Linge de maison', 'Armoire ou penderie', 'Dressing', 'Papier toilette', 'Serviettes', 'Baignoire ou douche', 'Salle de bains privative', 'Toilettes', 'Articles de toilette gratuits', 'Sèche-cheveux', 'Douche', 'Coin repas', 'Coin salon', 'Télévision à écran plat', 'Chaînes du câble', 'Lecteur CD', 'Lecteur DVD', 'Radio', 'Télévision', 'Prise près du lit', 'Étendoir', 'Portant', 'Parquet', 'Sol carrelé / en marbre', 'Entrée privée', 'Ventilateur', 'Matériel de repassage', 'Fer à repasser', 'Adapté aux personnes malentendantes', 'Étages supérieurs accessibles uniquement par les escaliers', 'Plateau / bouilloire', 'Plage', 'Vue', 'Appartement privé dans un immeuble', 'Indépendant', 'Facture fournie sur demande', 'Enregistrement/règlement rapide', 'Réception ouverte 24h/24', 'Établissement entièrement non-fumeurs', 'Chauffage', 'Chambres familiales', 'Chambres non-fumeurs', ""Clés d'accès"", 'Anglais', 'Espagnol', 'Français']","Offrant une vue sur la rue calme, le Studio Centre Plage parking gratuit est situé à Collioure, à 300 mètres de la plage de Port Avall et de celle de Balette. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi. Cet établissement non-fumeurs se trouve à 200 mètres de la plage de Boutigue.

Cet appartement d'une chambre comprend un salon avec une télévision par câble à écran plat, une cuisine entièrement équipée avec un four et un micro-ondes ainsi qu'une salle de bains pourvue d'un sèche-cheveux. Les serviettes et le linge de lit sont fournis. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Vous séjournerez à 800 mètres de la plage de Boramar et à 700 mètres du château royal de Collioure. L'aéroport le plus proche, celui de Perpignan-Rivesaltes, est situé à 42 km.",https://www.booking.com/hotel/fr/studio-centre-plage-collioure.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from_sustainable_property_sr=1&from=searchresults,42.52298768,3.08732966
702,Collioure,La Frégate," 24 Boulevard Camille Pelletan, 66190 Collioure, France ",8.3,1 445 expériences vécues,"['Restaurant', 'Chambres non-fumeurs', 'Terrasse', 'Bar', 'Superbe petit-déjeuner', 'Restaurant', 'Chambres non-fumeurs', 'Terrasse', 'Bar', 'Superbe petit-déjeuner', 'Papier toilette', 'Toilettes', 'Sèche-cheveux', 'Linge de maison', 'Mobilier extérieur', 'Terrasse bien exposée', 'Terrasse', 'Balades à pied', 'Randonnée', 'Télévision à écran plat', 'Téléphone', 'Café sur place', 'Vin/champagne', 'Menus enfants', 'Menus pour régimes spéciaux (sur demande)', 'Petit-déjeuner en chambre', 'Bar', 'Restaurant', 'Gamelles pour animaux de compagnie', 'Service de ménage quotidien', 'Salon commun/salle de télévision', 'Fax/photocopies', 'Extincteurs', ""Caméras de surveillance à l'extérieur de l'établissement"", 'Caméras de surveillance dans les parties communes', 'Détecteurs de fumée', 'Alarme de sécurité', 'Sécurité 24h/24', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Chauffage', 'Chambres insonorisées', 'Ascenseur', 'Chambres non-fumeurs', 'Anglais', 'Espagnol', 'Français']","Installé à Collioure, l’établissement La Frégate vous propose un bar, un restaurant, une terrasse et un salon commun. L'établissement se trouve à 3,2 km du casino de Collioure, 23 km du parcours de golf de Saint-Cyprien et environ 33 km du stade Gilbert-Brutus. Cet établissement non-fumeurs est situé à 200 mètres de la plage de Boramar.

L’hôtel sert un petit-déjeuner continental.

Vous aurez la possibilité de pratiquer différentes activités à Collioure et dans les environs, telles que la randonnée.

L’établissement se trouve à proximité de sites d’intérêt tels que la plage Nord, la plage de Port d’Avall et le château royal de Collioure. L’aéroport de Perpignan-Rivesaltes, le plus proche, est situé à 42 km de l’établissement La Frégate.",https://www.booking.com/hotel/fr/la-fra-c-gate-collioure.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from_sustainable_property_sr=1&from=searchresults,42.52638625,3.08325659
703,Collioure,La Chambre De Salome," 23  Ter Chemin De Consolation, 66190 Collioure, France ",8.8,772 expériences vécues,"['Piscine extérieure', 'Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Terrasse', 'Plateau/bouilloire dans tous les hébergements', 'Petit-déjeuner fabuleux', 'Piscine extérieure', 'Parking gratuit', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Terrasse', 'Plateau/bouilloire dans tous les hébergements', 'Petit-déjeuner fabuleux', 'Papier toilette', 'Serviettes', 'Baignoire ou douche', 'Salle de bains privative', 'Toilettes', 'Sèche-cheveux', 'Douche', 'Armoire ou penderie', 'Vue', 'Mobilier extérieur', 'Espace repas extérieur', 'Piscine privée', 'Terrasse', 'Jardin', 'Bouilloire électrique', 'Réfrigérateur', 'Prise près du lit', 'Télévision à écran plat', 'Télévision', 'Plateau / bouilloire', 'Réservé aux adultes', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Sol carrelé / en marbre', 'Entrée privée', 'Chauffage', 'Chambres non-fumeurs', 'Logement entièrement situé au rez-de-chaussée', 'En saison', 'Espace peu profond', 'Couverture de piscine', 'Chaises longues ou de plage', 'Parasols', 'Chaises longues ou de plage', 'Anglais', 'Espagnol']","Situé à Collioure, à seulement 1 km de la plage de Port Avall, l'établissement La Chambre De Salome propose des hébergements avec vue sur la montagne. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. Ce Bed & Breakfast possède une piscine privée et un jardin. Vous pourrez accéder au Bed & Breakfast par une entrée privée.

Dotés d'une terrasse, les logements comprennent la climatisation, une télévision à écran plat ainsi qu'une salle de bains privative avec douche et sèche-cheveux. Tous les logements comprennent une armoire et une bouilloire.

Vous séjournerez à proximité des plages de Boutigue, de Boramar et de Balette. L'aéroport de Perpignan-Rivesaltes, le plus proche, est implanté à 35 km.",https://www.booking.com/hotel/fr/la-chambre-de-salome.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from=searchresults,42.5211169,3.07730913
704,Collioure,Hôtel la Bona Casa," 20 Rue de la Republique, 66190 Collioure, France ",8.6,1 289 expériences vécues,"['Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Navette aéroport', 'Bar', 'Connexion Wi-Fi gratuite', 'Chambres non-fumeurs', 'Navette aéroport', 'Bar', 'Papier toilette', 'Serviettes', 'Salle de bains privative', 'Toilettes', 'Articles de toilette gratuits', 'Sèche-cheveux', 'Visite ou cours autour de la culture locale', 'Balades à pied', 'Soirées film', ""Galeries d'art temporaires"", 'Plongée avec tuba', 'Plongée sous-marine', 'Randonnée', 'Canoë-kayak', 'Pêche', 'Télévision à écran plat', 'Chaînes satellite', 'Télévision', 'Café sur place', 'Fruits', 'Bar', 'Facture fournie sur demande', 'Bagagerie', 'Enregistrement/règlement rapide', 'Service de ménage quotidien', 'Fax/photocopies', 'Salles de réunion/réception', 'Extincteurs', 'Détecteurs de fumée', 'Alarme de sécurité', 'Sécurité 24h/24', 'Service de navette', 'Climatisation', 'Établissement entièrement non-fumeurs', 'Chauffage', 'Location de voitures', 'Paniers-repas', 'Navette aéroport', 'Chambres non-fumeurs', 'Anglais', 'Espagnol', 'Français']","L'Hôtel la Bona Casa est situé dans le centre historique de Collioure, à seulement 300 mètres du château royal et de la plage. Il propose une connexion Wi-Fi gratuite et une terrasse ombragée.

Les chambres offrent une vue sur la rue ou la terrasse. Certains logements sont dotés d'une terrasse privée. Les hébergements comportent une télévision à écran plat et une salle de bains privative pourvue d'articles de toilette gratuits. L'établissement est entièrement non-fumeurs.

Un petit-déjeuner continental est préparé chaque matin. Vous trouverez des boutiques et des restaurants à moins de 200 mètres. Sur place, vous pourrez vous détendre dans le salon de thé de mars à octobre, ou faire du shopping au magasin de vêtements.

Vous séjournerez à 3 km de Port-Vendres et à 6 km d'Argelès-sur-Mer. L'établissement est à 30 minutes de route du centre de Perpignan et de la frontière espagnole, également accessible en train.",https://www.booking.com/hotel/fr/la-bona-casa.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from=searchresults,42.52547153,3.0826987
705,Collioure,Les Roches Brunes," Route de Port-Vendres, 66190 Collioure, France ",9.1,965 expériences vécues,"['Parking gratuit', 'Restaurant', 'Chambres familiales', 'Chambres non-fumeurs', 'Terrasse', ""Service d'étage"", 'Plateau/bouilloire dans tous les hébergements', 'Bar', 'Très bon petit-déjeuner', 'Parking gratuit', 'Restaurant', 'Chambres familiales', 'Chambres non-fumeurs', 'Terrasse', ""Service d'étage"", 'Plateau/bouilloire dans tous les hébergements', 'Bar', 'Très bon petit-déjeuner', 'Salle de bains privative', 'Douche', 'Vue sur la mer', 'Vue', 'Mobilier extérieur', 'Terrasse bien exposée', 'Terrasse', 'Jardin', 'Happy hour', 'Dîners à thème', 'Balades à pied', ""Galeries d'art temporaires"", 'Plongée sous-marine', 'Télévision à écran plat', 'Bar', 'Restaurant', 'Plateau / bouilloire', 'Parking accessible aux personnes à mobilité réduite', 'Service de concierge', 'Fax/photocopies', ""Bureau d'excursions"", 'Enregistrement/règlement rapide', ""Garde d'enfants"", 'Réception ouverte 24h/24', ""Service d'étage"", 'Facture fournie sur demande', 'Jeux de société/puzzles', 'Extincteurs', ""Caméras de surveillance à l'extérieur de l'établissement"", 'Caméras de surveillance dans les parties communes', 'Détecteurs de fumée', 'Alarme de sécurité', 'Sécurité 24h/24', 'Coffre-fort', 'Climatisation', 'Chauffage', 'Ascenseur', 'Ventilateur', 'Chambres familiales', 'Chambres non-fumeurs', 'Étages supérieurs accessibles par ascenseur', 'Coach sportif personnel', 'Cours de yoga', 'Massage corporel', 'Coin spa/relaxation', 'Soins du visage', 'Services beauté', 'Parasols', 'Chaises longues ou de plage', 'Massages', 'Solarium', 'Anglais', 'Espagnol', 'Français']","Situé à Collioure, à 70 mètres de la plage de Balette, l'établissement Les Roches Brunes propose un jardin, un parking privé gratuit, une terrasse et un restaurant. Doté d'un bar, cet hôtel 4 étoiles propose des chambres climatisées avec salle de bains privative. Des services d'étage, de concierge et d'organisation d'excursions sont assurés.

Les chambres sont équipées d'une télévision à écran plat. Chaque chambre est équipée d'un coffre-fort, tandis que certaines possèdent un balcon.

L'établissement Les Roches Brunes sert un petit-déjeuner buffet ou continental.

Parlant français, anglais et espagnol, le personnel de la réception se fera un plaisir de vous aider à tout moment de la journée.

Vous séjournerez à proximité des plages de Boutigue, de Saint-Vincent et du château royal de Collioure. L'aéroport de Perpignan-Rivesaltes, le plus proche, est à 42 km.",https://www.booking.com/hotel/fr/les-roches-brunes-collioure.fr.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIDVgDaE2IAQGYAQ24AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ArKzm7EGwAIB0gIkNjBiZGVjMGMtOTk2Yy00M2ZmLWE3MTUtMDdjMGU4ZmVkZmFi2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=c0289899792a02fb&srepoch=1713822132&from_sustainable_property_sr=1&from=searchresults,42.52534777,3.09032446
